air1;air2;airwindowunit1;bathroom1;bedroom1;car1;circpump1;clotheswasher1;clotheswasher_dryg1;dishwasher1;disposal1;drye1;freezer1;furnace1;furnace2;garage1;grid;heater1;heater2;heater3;housefan1;jacuzzi1;kitchen1;kitchenapp1;kitchenapp2;lights_plugs1;lights_plugs2;livingroom1;microwave1;office1;oven1;pump1;range1;refrigerator1;sewerpump1;solar;sumppump1;utilityroom1;venthood1;waterheater1;wellpump1;leg1v;leg2v;total_consummed
0.34262499999999996;0.0;0.00075;0.001;0.005391666666666667;2.956466666666666;0.1553064516129032;0.0;0.0042833333333333334;0.0;0.0030166666666666666;0.0;0.08606666666666668;0.10151111111111112;0.09889999999999999;0.003;-1.036;0.009163716814159293;0.004;0.041433333333333336;-0.000875;0.006720588235294118;0.036699999999999997;0.002;0.03377455357142857;0.011;0.01751666666666667;0.022299180327868852;0.001;0.03;0.003115942028985507;0.08965833333333334;0.2834484126984127;0.05637391304347827;0.0;1.686;0.00036666666666666667;0.503;0.08545833333333334;0.0;0.039364754098360655;122.046;122.846;1
0.34262499999999996;0.0;0.00075;0.0006844262295081969;0.005391666666666667;2.956466666666666;0.1553064516129032;0.005420886075949368;0.0042833333333333334;0.00016875;0.0030166666666666666;0.1748117469879518;0.08606666666666668;0.10151111111111112;0.09889999999999999;0.007161290322580645;0.469;0.001;0.004;0.041433333333333336;-0.000875;0.006720588235294118;0.002;0.05278612716763006;0.03377455357142857;0.07641111111111112;0.01751666666666667;0.012;0.003;0.03;0.006;0.08965833333333334;0.2834484126984127;0.046;0.0;1.3838391472868214;0.00036666666666666667;0.25822297297297303;0.08545833333333334;0.2355944444444444;0.039364754098360655;122.837;122.618;2
0.34262499999999996;0.0;0.00075;0.0006844262295081969;0.005391666666666667;2.956466666666666;0.1553064516129032;0.005420886075949368;0.0042833333333333334;0.00016875;0.0030166666666666666;0.1748117469879518;0.08606666666666668;0.10151111111111112;0.09889999999999999;0.007161290322580645;0.513;0.0;0.004;0.041433333333333336;-0.000875;0.006720588235294118;0.001;0.05278612716763006;0.03377455357142857;0.07641111111111112;0.01751666666666667;0.012;0.003;0.03;0.006;0.08965833333333334;0.2834484126984127;0.046;0.0;1.3838391472868214;0.00036666666666666667;0.25822297297297303;0.08545833333333334;0.2355944444444444;0.039364754098360655;122.74;122.503;2
0.34262499999999996;0.0;0.00075;0.0006844262295081969;0.005391666666666667;2.956466666666666;0.1553064516129032;0.005420886075949368;0.0042833333333333334;0.00016875;0.0030166666666666666;0.1748117469879518;0.08606666666666668;0.10151111111111112;0.09889999999999999;0.007161290322580645;0.47;0.0;0.004;0.041433333333333336;-0.000875;0.006720588235294118;0.002;0.05278612716763006;0.03377455357142857;0.07641111111111112;0.01751666666666667;0.012;0.003;0.03;0.006;0.08965833333333334;0.2834484126984127;0.047;0.0;1.3838391472868214;0.00036666666666666667;0.25822297297297303;0.08545833333333334;0.2355944444444444;0.039364754098360655;122.682;122.432;2
0.34262499999999996;0.0;0.00075;0.0006844262295081969;0.005391666666666667;2.956466666666666;0.1553064516129032;0.005420886075949368;0.0042833333333333334;0.00016875;0.0030166666666666666;0.1748117469879518;0.08606666666666668;0.10151111111111112;0.09889999999999999;0.007161290322580645;0.469;0.001;0.004;0.041433333333333336;-0.000875;0.006720588235294118;0.002;0.05278612716763006;0.03377455357142857;0.07641111111111112;0.01751666666666667;0.012;0.003;0.03;0.005;0.08965833333333334;0.2834484126984127;0.048;0.0;1.3838391472868214;0.00036666666666666667;0.25822297297297303;0.08545833333333334;0.2355944444444444;0.039364754098360655;122.754;122.492;2
0.34262499999999996;0.0;0.00075;0.0006844262295081969;0.005391666666666667;2.956466666666666;0.1553064516129032;0.005420886075949368;0.0042833333333333334;0.00016875;0.0030166666666666666;0.1748117469879518;0.08606666666666668;0.10151111111111112;0.09889999999999999;0.007161290322580645;0.468;0.0;0.004;0.041433333333333336;-0.000875;0.006720588235294118;0.002;0.05278612716763006;0.03377455357142857;0.07641111111111112;0.01751666666666667;0.012;0.003;0.03;0.006;0.08965833333333334;0.2834484126984127;0.048;0.0;1.3838391472868214;0.00036666666666666667;0.25822297297297303;0.08545833333333334;0.2355944444444444;0.039364754098360655;122.901;122.639;2
0.34262499999999996;0.0;0.00075;0.0006844262295081969;0.005391666666666667;2.956466666666666;0.1553064516129032;0.005420886075949368;0.0042833333333333334;0.00016875;0.0030166666666666666;0.1748117469879518;0.08606666666666668;0.10151111111111112;0.09889999999999999;0.007161290322580645;0.471;0.0;0.004;0.041433333333333336;-0.000875;0.006720588235294118;0.002;0.05278612716763006;0.03377455357142857;0.07641111111111112;0.01751666666666667;0.012;0.003;0.03;0.006;0.08965833333333334;0.2834484126984127;0.048;0.0;1.3838391472868214;0.00036666666666666667;0.25822297297297303;0.08545833333333334;0.2355944444444444;0.039364754098360655;122.9;122.636;2
0.34262499999999996;0.0;0.00075;0.0006844262295081969;0.005391666666666667;2.956466666666666;0.1553064516129032;0.005420886075949368;0.0042833333333333334;0.00016875;0.0030166666666666666;0.1748117469879518;0.08606666666666668;0.10151111111111112;0.09889999999999999;0.007161290322580645;0.471;0.0;0.004;0.041433333333333336;-0.000875;0.006720588235294118;0.002;0.05278612716763006;0.03377455357142857;0.07641111111111112;0.01751666666666667;0.012;0.003;0.03;0.006;0.08965833333333334;0.2834484126984127;0.048;0.0;1.3838391472868214;0.00036666666666666667;0.25822297297297303;0.08545833333333334;0.2355944444444444;0.039364754098360655;122.914;122.649;2
0.34262499999999996;0.0;0.00075;0.0006844262295081969;0.005391666666666667;2.956466666666666;0.1553064516129032;0.005420886075949368;0.0042833333333333334;0.00016875;0.0030166666666666666;0.1748117469879518;0.08606666666666668;0.10151111111111112;0.09889999999999999;0.007161290322580645;0.467;0.0;0.004;0.041433333333333336;-0.000875;0.006720588235294118;0.002;0.05278612716763006;0.03377455357142857;0.07641111111111112;0.01751666666666667;0.012;0.003;0.03;0.006;0.08965833333333334;0.2834484126984127;0.048;0.0;1.3838391472868214;0.00036666666666666667;0.25822297297297303;0.08545833333333334;0.2355944444444444;0.039364754098360655;122.904;122.641;2
0.34262499999999996;0.0;0.00075;0.0006844262295081969;0.005391666666666667;2.956466666666666;0.1553064516129032;0.005420886075949368;0.0042833333333333334;0.00016875;0.0030166666666666666;0.1748117469879518;0.08606666666666668;0.10151111111111112;0.09889999999999999;0.007161290322580645;0.47;0.001;0.004;0.041433333333333336;-0.000875;0.006720588235294118;0.002;0.05278612716763006;0.03377455357142857;0.07641111111111112;0.01751666666666667;0.012;0.003;0.03;0.006;0.08965833333333334;0.2834484126984127;0.048;0.0;1.3838391472868214;0.00036666666666666667;0.25822297297297303;0.08545833333333334;0.2355944444444444;0.039364754098360655;122.892;122.626;2
